geneID,Fst_p1_p2,Fst_p1_p3,Fst_p1_p4,Fst_p1_p5,Fst_p1_p6,Fst_p1_p7,Fst_p1_p8,Fst_p1_p9,Fst_p1_p10,Fst_p2_p3,Fst_p2_p4,Fst_p2_p5,Fst_p2_p6,Fst_p2_p7,Fst_p2_p8,Fst_p2_p9,Fst_p2_p10,Fst_p3_p4,Fst_p3_p5,Fst_p3_p6,Fst_p3_p7,Fst_p3_p8,Fst_p3_p9,Fst_p3_p10,Fst_p4_p5,Fst_p4_p6,Fst_p4_p7,Fst_p4_p8,Fst_p4_p9,Fst_p4_p10,Fst_p5_p6,Fst_p5_p7,Fst_p5_p8,Fst_p5_p9,Fst_p5_p10,Fst_p6_p7,Fst_p6_p8,Fst_p6_p9,Fst_p6_p10,Fst_p7_p8,Fst_p7_p9,Fst_p7_p10,Fst_p8_p9,Fst_p8_p10,Fst_p9_p10
47205,-0.0236,-0.0234,-0.0236,0.0026,-0.0263,-0.0236,-0.0234,-0.0236,-0.0141,-0.015,-0.0263,0.0226,-0.0236,-0.0263,-0.015,-0.0263,0,-0.015,-0.0126,-0.0234,-0.015,-0.0263,-0.015,-0.0231,0.0226,-0.0236,-0.0263,-0.015,-0.0263,0,0.0026,0.0226,-0.0126,0.0226,-0.0226,-0.0236,-0.0234,-0.0236,-0.0141,-0.015,-0.0263,0,-0.015,-0.0231,0
47437,0.0022,-0.0171,-0.0263,0.0022,-0.0171,nan,0.0022,-0.0263,-0.0263,-0.0205,0.0022,-0.0263,-0.0205,nan,-0.0263,0.0022,0.0022,-0.0171,-0.0205,-0.0263,nan,-0.0205,-0.0171,-0.0171,0.0022,-0.0171,nan,0.0022,-0.0263,-0.0263,-0.0205,nan,-0.0263,0.0022,0.0022,nan,-0.0205,-0.0171,-0.0171,nan,nan,nan,0.0022,0.0022,-0.0263
47552,-0.0062,0.0265,0.0265,0.0265,-0.0263,0.0265,0.0265,nan,-0.0219,-0.0171,-0.0171,-0.0171,-0.0062,-0.0171,-0.0171,nan,-0.0205,-0.0263,-0.0263,0.0265,-0.0263,-0.0263,nan,0.0022,-0.0263,0.0265,-0.0263,-0.0263,nan,0.0022,0.0265,-0.0263,-0.0263,nan,0.0022,0.0265,0.0265,nan,-0.0219,-0.0263,nan,0.0022,nan,0.0022,nan
47603,-0.0219,-0.0219,-0.0263,-0.0205,-0.0205,0.0022,nan,-0.0263,-0.0205,-0.0263,-0.0219,-0.0062,-0.0062,0.0265,nan,-0.0219,-0.0062,-0.0219,-0.0062,-0.0062,0.0265,nan,-0.0219,-0.0062,-0.0205,-0.0205,0.0022,nan,-0.0263,-0.0205,-0.0263,-0.0171,nan,-0.0205,-0.0263,-0.0171,nan,-0.0205,-0.0263,nan,0.0022,-0.0171,nan,nan,-0.0205
47642,0.0022,0.0022,0.0022,0.0022,-0.0171,nan,0.0022,-0.0263,-0.0263,-0.0263,-0.0263,-0.0263,-0.0205,nan,-0.0263,0.0022,0.0022,-0.0263,-0.0263,-0.0205,nan,-0.0263,0.0022,0.0022,-0.0263,-0.0205,nan,-0.0263,0.0022,0.0022,-0.0205,nan,-0.0263,0.0022,0.0022,nan,-0.0205,-0.0171,-0.0171,nan,nan,nan,0.0022,0.0022,-0.0263
47799,-0.0263,-0.0263,nan,-0.0263,-0.0263,0.0022,-0.0263,0.0022,-0.0263,-0.0263,nan,-0.0263,-0.0263,0.0022,-0.0263,0.0022,-0.0263,nan,-0.0263,-0.0263,0.0022,-0.0263,0.0022,-0.0263,nan,nan,nan,nan,nan,nan,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022,0.0022,-0.0263,0.0022
47935,0.0147,0.1023,-0.0032,-0.0032,-0.0263,0.0147,-0.0159,0.0147,-0.0263,0,-0.0237,-0.0237,0.0147,-0.0263,-0.0159,-0.0263,0.0147,0.0188,0.0188,0.1023,0,0.0421,0,0.1023,-0.0263,-0.0032,-0.0237,-0.0237,-0.0237,-0.0032,-0.0032,-0.0237,-0.0237,-0.0237,-0.0032,0.0147,-0.0159,0.0147,-0.0263,-0.0159,-0.0263,0.0147,-0.0159,-0.0159,0.0147
47955,-0.0263,-0.0219,-0.0219,0.0068,-0.0205,0.0284,-0.0103,0.0541,-0.0219,-0.0219,-0.0219,0.0068,-0.0205,0.0284,-0.0103,0.0541,-0.0219,-0.0263,-0.0126,-0.0062,0.0026,-0.0226,0.0226,-0.0263,-0.0126,-0.0062,0.0026,-0.0226,0.0226,-0.0263,0.0378,-0.0234,-0.0231,-0.015,-0.0126,0.0656,0.0137,0.0968,-0.0062,-0.0141,-0.0236,0.0026,0,-0.0226,0.0226
47968,0.0541,0.0541,0,0,-0.015,0.0226,0.0226,0.0226,0,-0.0263,-0.0103,-0.0103,0.0068,-0.0219,-0.0219,-0.0219,-0.0103,-0.0103,-0.0103,0.0068,-0.0219,-0.0219,-0.0219,-0.0103,-0.0263,-0.0231,-0.0226,-0.0226,-0.0226,-0.0263,-0.0231,-0.0226,-0.0226,-0.0226,-0.0263,-0.0126,-0.0126,-0.0126,-0.0231,-0.0263,-0.0263,-0.0226,-0.0263,-0.0226,-0.0226
48075,-0.0219,0.0265,-0.0263,nan,-0.0219,0.0265,-0.0263,-0.0263,-0.0062,0.0022,-0.0219,nan,-0.0263,0.0022,-0.0219,-0.0219,-0.0205,0.0265,nan,0.0022,-0.0263,0.0265,0.0265,-0.0171,nan,-0.0219,0.0265,-0.0263,-0.0263,-0.0062,nan,nan,nan,nan,nan,0.0022,-0.0219,-0.0219,-0.0205,0.0265,0.0265,-0.0171,-0.0263,-0.0062,-0.0062
48238,0.0022,0.0022,0.0022,0.0022,-0.0171,nan,0.0022,-0.0263,-0.0263,-0.0263,-0.0263,-0.0263,-0.0205,nan,-0.0263,0.0022,0.0022,-0.0263,-0.0263,-0.0205,nan,-0.0263,0.0022,0.0022,-0.0263,-0.0205,nan,-0.0263,0.0022,0.0022,-0.0205,nan,-0.0263,0.0022,0.0022,nan,-0.0205,-0.0171,-0.0171,nan,nan,nan,0.0022,0.0022,-0.0263
48293,-0.0219,0.0265,-0.0263,nan,-0.0219,0.0265,-0.0263,-0.0263,-0.0062,0.0022,-0.0219,nan,-0.0263,0.0022,-0.0219,-0.0219,-0.0205,0.0265,nan,0.0022,-0.0263,0.0265,0.0265,-0.0171,nan,-0.0219,0.0265,-0.0263,-0.0263,-0.0062,nan,nan,nan,nan,nan,0.0022,-0.0219,-0.0219,-0.0205,0.0265,0.0265,-0.0171,-0.0263,-0.0062,-0.0062
48564,-0.0219,-0.0219,-0.0263,-0.0205,-0.0263,0.0022,nan,-0.0263,-0.0205,-0.0263,-0.0219,-0.0062,-0.0219,0.0265,nan,-0.0219,-0.0062,-0.0219,-0.0062,-0.0219,0.0265,nan,-0.0219,-0.0062,-0.0205,-0.0263,0.0022,nan,-0.0263,-0.0205,-0.0205,-0.0171,nan,-0.0205,-0.0263,0.0022,nan,-0.0263,-0.0205,nan,0.0022,-0.0171,nan,nan,-0.0205
48576,-0.0263,-0.0263,nan,-0.0263,-0.0263,0.0022,-0.0263,0.0022,-0.0263,-0.0263,nan,-0.0263,-0.0263,0.0022,-0.0263,0.0022,-0.0263,nan,-0.0263,-0.0263,0.0022,-0.0263,0.0022,-0.0263,nan,nan,nan,nan,nan,nan,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022,0.0022,-0.0263,0.0022
48723,-0.0032,0.1447,-0.0159,-0.0189,-0.0189,0.0251,-0.0032,0.0147,-0.0057,0.0468,-0.0237,-0.019,-0.019,-0.0188,-0.0263,-0.0237,-0.0059,0.0752,0.0871,0.0871,0.0121,0.0468,0.0226,0.0926,-0.0239,-0.0239,-0.0089,-0.0237,-0.0159,-0.0105,-0.0263,-0.005,-0.019,-0.0091,-0.0197,-0.005,-0.019,-0.0091,-0.0197,-0.0188,-0.0237,0.0002,-0.0237,-0.0059,0.0033
48756,-0.0205,-0.0219,-0.0263,-0.0205,-0.0205,0.0022,nan,-0.0263,-0.0205,-0.0062,-0.0205,-0.0263,-0.0263,-0.0171,nan,-0.0205,-0.0263,-0.0219,-0.0062,-0.0062,0.0265,nan,-0.0219,-0.0062,-0.0205,-0.0205,0.0022,nan,-0.0263,-0.0205,-0.0263,-0.0171,nan,-0.0205,-0.0263,-0.0171,nan,-0.0205,-0.0263,nan,0.0022,-0.0171,nan,nan,-0.0205
48852,-0.0205,-0.0062,-0.0263,-0.0263,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,-0.0219,-0.0205,-0.0205,0.0022,-0.0263,-0.0103,-0.0219,0.0022,-0.0062,-0.0062,0.0265,-0.0219,-0.0226,-0.0263,0.0265,-0.0263,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,0.0022,0.0542,0.0265,-0.0263,-0.0103,-0.0219,0.0022,-0.0226,0.0542,0.0265
48898,-0.0205,-0.0062,-0.0263,-0.0263,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,-0.0219,-0.0205,-0.0205,0.0022,-0.0263,-0.0103,-0.0219,0.0022,-0.0062,-0.0062,0.0265,-0.0219,-0.0226,-0.0263,0.0265,-0.0263,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,0.0022,0.0542,0.0265,-0.0263,-0.0103,-0.0219,0.0022,-0.0226,0.0542,0.0265
48939,-0.015,0.0541,0,-0.0159,-0.0263,-0.0236,0,0.0541,-0.0159,0.0068,-0.0231,0.0164,-0.015,-0.0234,-0.0231,0.0068,0.0164,-0.0103,0.117,0.0541,0.0284,-0.0103,-0.0263,0.117,0.0421,0,-0.0141,-0.0263,-0.0103,0.0421,-0.0159,-0.0027,0.0421,0.117,-0.0263,-0.0236,0,0.0541,-0.0159,-0.0141,0.0284,-0.0027,-0.0103,0.0421,0.117
49123,-0.0205,-0.0062,-0.0263,-0.0263,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,-0.0219,-0.0205,-0.0205,0.0022,-0.0263,-0.0103,-0.0219,0.0022,-0.0062,-0.0062,0.0265,-0.0219,-0.0226,-0.0263,0.0265,-0.0263,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,-0.0171,-0.0205,0.0137,-0.0062,-0.0171,0.0022,0.0542,0.0265,-0.0263,-0.0103,-0.0219,0.0022,-0.0226,0.0542,0.0265
49212,-0.0219,0.0265,-0.0263,0.0265,-0.0219,0.0265,-0.0263,-0.0263,-0.0062,0.0022,-0.0219,0.0022,-0.0263,0.0022,-0.0219,-0.0219,-0.0205,0.0265,-0.0263,0.0022,-0.0263,0.0265,0.0265,-0.0171,0.0265,-0.0219,0.0265,-0.0263,-0.0263,-0.0062,0.0022,-0.0263,0.0265,0.0265,-0.0171,0.0022,-0.0219,-0.0219,-0.0205,0.0265,0.0265,-0.0171,-0.0263,-0.0062,-0.0062
49228,-0.0237,0.067,-0.0237,-0.0237,-0.015,-0.0159,-0.0237,0.0147,-0.0236,0.0393,-0.0263,-0.0263,-0.0017,-0.0237,-0.0263,-0.0032,-0.0156,0.0393,0.0393,0.1379,0.0164,0.0393,-0.015,0.0997,-0.0263,-0.0017,-0.0237,-0.0263,-0.0032,-0.0156,-0.0017,-0.0237,-0.0263,-0.0032,-0.0156,0.0164,-0.0017,0.067,-0.0234,-0.0237,-0.0159,-0.0027,-0.0032,-0.0156,0.038
49349,-0.0032,0.1447,-0.0032,-0.0237,-0.0237,0.0147,-0.0032,0.038,-0.0263,0.0468,-0.0263,-0.0161,-0.0161,-0.0237,-0.0263,-0.0156,-0.0032,0.0468,0.1078,0.1078,0.0226,0.0468,0.0026,0.1447,-0.0161,-0.0161,-0.0237,-0.0263,-0.0156,-0.0032,-0.0263,-0.0032,-0.0161,0.0152,-0.0237,-0.0032,-0.0161,0.0152,-0.0237,-0.0237,-0.0236,0.0147,-0.0156,-0.0032,0.038
49357,-0.015,0.0541,0,-0.0159,-0.0263,-0.0236,0,0.0541,-0.0159,0.0068,-0.0231,0.0164,-0.015,-0.0234,-0.0231,0.0068,0.0164,-0.0103,0.117,0.0541,0.0284,-0.0103,-0.0263,0.117,0.0421,0,-0.0141,-0.0263,-0.0103,0.0421,-0.0159,-0.0027,0.0421,0.117,-0.0263,-0.0236,0,0.0541,-0.0159,-0.0141,0.0284,-0.0027,-0.0103,0.0421,0.117
49464,-0.015,0.0541,0,-0.0159,-0.0263,-0.0236,0,0.0541,-0.0159,0.0068,-0.0231,0.0164,-0.015,-0.0234,-0.0231,0.0068,0.0164,-0.0103,0.117,0.0541,0.0284,-0.0103,-0.0263,0.117,0.0421,0,-0.0141,-0.0263,-0.0103,0.0421,-0.0159,-0.0027,0.0421,0.117,-0.0263,-0.0236,0,0.0541,-0.0159,-0.0141,0.0284,-0.0027,-0.0103,0.0421,0.117
49649,-0.0205,-0.0219,-0.0263,-0.0205,0.0022,0.0022,nan,-0.0263,0.0022,-0.0062,-0.0205,-0.0263,-0.0171,-0.0171,nan,-0.0205,-0.0171,-0.0219,-0.0062,0.0265,0.0265,nan,-0.0219,0.0265,-0.0205,0.0022,0.0022,nan,-0.0263,0.0022,-0.0171,-0.0171,nan,-0.0205,-0.0171,-0.0263,nan,0.0022,-0.0263,nan,0.0022,-0.0263,nan,nan,0.0022
49956,-0.0219,0.0265,-0.0263,0.0265,-0.0219,0.0265,-0.0263,-0.0263,-0.0062,0.0022,-0.0219,0.0022,-0.0263,0.0022,-0.0219,-0.0219,-0.0205,0.0265,-0.0263,0.0022,-0.0263,0.0265,0.0265,-0.0171,0.0265,-0.0219,0.0265,-0.0263,-0.0263,-0.0062,0.0022,-0.0263,0.0265,0.0265,-0.0171,0.0022,-0.0219,-0.0219,-0.0205,0.0265,0.0265,-0.0171,-0.0263,-0.0062,-0.0062
49996,-0.0226,0.0137,-0.0226,0.0188,-0.0263,-0.0231,-0.0226,-0.0103,0.0188,-0.0062,-0.0263,0.0468,-0.0226,-0.0126,-0.0263,-0.0219,0.0468,-0.0062,0.1313,0.0137,0.0378,-0.0062,-0.0205,0.1313,0.0468,-0.0226,-0.0126,-0.0263,-0.0219,0.0468,0.0188,-0.0017,0.0468,0.0836,-0.0263,-0.0231,-0.0226,-0.0103,0.0188,-0.0126,0.0068,-0.0017,-0.0219,0.0468,0.0836
50013,-0.0226,0.0137,-0.0226,0.0188,-0.0263,-0.0231,-0.0226,-0.0103,0.0188,-0.0062,-0.0263,0.0468,-0.0226,-0.0126,-0.0263,-0.0219,0.0468,-0.0062,0.1313,0.0137,0.0378,-0.0062,-0.0205,0.1313,0.0468,-0.0226,-0.0126,-0.0263,-0.0219,0.0468,0.0188,-0.0017,0.0468,0.0836,-0.0263,-0.0231,-0.0226,-0.0103,0.0188,-0.0126,0.0068,-0.0017,-0.0219,0.0468,0.0836
50250,0.0137,-0.0062,-0.0205,-0.0263,-0.0062,-0.0062,0.0137,-0.0062,-0.0205,-0.0226,-0.0103,0.0137,-0.0226,-0.0226,-0.0263,-0.0226,-0.0103,-0.0219,-0.0062,-0.0263,-0.0263,-0.0226,-0.0263,-0.0219,-0.0205,-0.0219,-0.0219,-0.0103,-0.0219,-0.0263,-0.0062,-0.0062,0.0137,-0.0062,-0.0205,-0.0263,-0.0226,-0.0263,-0.0219,-0.0226,-0.0263,-0.0219,-0.0226,-0.0103,-0.0219
50578,0.0378,0.0137,-0.0205,-0.0263,-0.0062,-0.0062,0.0378,0.0137,-0.0062,-0.0231,0.0068,0.0378,-0.0126,-0.0126,-0.0263,-0.0231,-0.0126,-0.0103,0.0137,-0.0226,-0.0226,-0.0231,-0.0263,-0.0226,-0.0205,-0.0219,-0.0219,0.0068,-0.0103,-0.0219,-0.0062,-0.0062,0.0378,0.0137,-0.0062,-0.0263,-0.0126,-0.0226,-0.0263,-0.0126,-0.0226,-0.0263,-0.0231,-0.0126,-0.0226
50675,-0.0263,-0.0062,-0.0062,0.0137,-0.0171,0.0378,0.0378,0.0137,-0.0205,-0.0062,-0.0062,0.0137,-0.0171,0.0378,0.0378,0.0137,-0.0205,-0.0263,-0.0226,0.0265,-0.0126,-0.0126,-0.0226,-0.0219,-0.0226,0.0265,-0.0126,-0.0126,-0.0226,-0.0219,0.0542,-0.0231,-0.0231,-0.0263,-0.0103,0.0848,0.0848,0.0542,0.0022,-0.0263,-0.0231,0.0068,-0.0231,0.0068,-0.0103
50781,-0.0141,-0.0141,-0.0263,0.0656,-0.0236,0.118,0.118,-0.0263,0.0656,-0.0263,-0.0141,0.0137,0,0.0542,0.0542,-0.0141,0.0137,-0.0141,0.0137,0,0.0542,0.0542,-0.0141,0.0137,0.0656,-0.0236,0.118,0.118,-0.0263,0.0656,0.0968,-0.0171,-0.0171,0.0656,-0.0263,0.1539,0.1539,-0.0236,0.0968,-0.0263,0.118,-0.0171,0.118,-0.0171,0.0656
50875,-0.0103,0.0137,-0.0103,0.0188,-0.0226,-0.0231,-0.0226,-0.0103,0,-0.0205,-0.0263,0.0836,-0.0219,0.0068,-0.0219,-0.0263,0.0541,-0.0205,0.1313,-0.0062,0.0378,-0.0062,-0.0205,0.0968,0.0836,-0.0219,0.0068,-0.0219,-0.0263,0.0541,0.0468,-0.0017,0.0468,0.0836,-0.0237,-0.0126,-0.0263,-0.0219,0.0226,-0.0126,0.0068,-0.015,-0.0219,0.0226,0.0541
51144,0.0542,0.0137,-0.0103,-0.0226,0.0137,-0.0263,-0.0103,-0.0103,-0.0226,-0.0171,0.0022,0.0265,-0.0171,0.0542,0.0022,0.0022,0.0265,-0.0205,-0.0062,-0.0263,0.0137,-0.0205,-0.0205,-0.0062,-0.0219,-0.0205,-0.0103,-0.0263,-0.0263,-0.0219,-0.0062,-0.0226,-0.0219,-0.0219,-0.0263,0.0137,-0.0205,-0.0205,-0.0062,-0.0103,-0.0103,-0.0226,-0.0263,-0.0219,-0.0219
51331,-0.0219,-0.0263,-0.0205,-0.0219,-0.0263,0.0022,0.0022,-0.0205,-0.0219,-0.0219,-0.0062,-0.0263,-0.0219,0.0265,0.0265,-0.0062,-0.0263,-0.0205,-0.0219,-0.0263,0.0022,0.0022,-0.0205,-0.0219,-0.0062,-0.0205,-0.0171,-0.0171,-0.0263,-0.0062,-0.0219,0.0265,0.0265,-0.0062,-0.0263,0.0022,0.0022,-0.0205,-0.0219,-0.0263,-0.0171,0.0265,-0.0171,0.0265,-0.0062
51460,-0.0231,-0.0017,-0.0231,-0.0263,0.0068,-0.015,-0.015,-0.0263,-0.0126,0.0188,-0.0263,-0.0231,-0.0103,0,0,-0.0231,-0.0226,0.0188,-0.0017,0.0836,-0.0237,-0.0237,-0.0017,0.0468,-0.0231,-0.0103,0,0,-0.0231,-0.0226,0.0068,-0.015,-0.015,-0.0263,-0.0126,0.0541,0.0541,0.0068,-0.0219,-0.0263,-0.015,0.0226,-0.015,0.0226,-0.0126
51478,-0.0103,-0.0231,-0.0263,-0.0231,-0.0103,-0.0231,-0.0141,-0.0263,-0.0103,0.0068,-0.0103,0.0068,-0.0263,0.0068,0.0284,-0.0103,-0.0263,-0.0231,-0.0263,0.0068,-0.0263,-0.0234,-0.0231,0.0068,-0.0231,-0.0103,-0.0231,-0.0141,-0.0263,-0.0103,0.0068,-0.0263,-0.0234,-0.0231,0.0068,0.0068,0.0284,-0.0103,-0.0263,-0.0234,-0.0231,0.0068,-0.0141,0.0284,-0.0103
51691,0.0542,0.0137,-0.0103,-0.0226,0.0137,-0.0263,-0.0226,-0.0263,-0.0232,-0.0171,0.0022,0.0265,-0.0171,0.0542,0.0265,0.0542,0.0646,-0.0205,-0.0062,-0.0263,0.0137,-0.0062,0.0137,0.0244,-0.0219,-0.0205,-0.0103,-0.0219,-0.0103,-0.0013,-0.0062,-0.0226,-0.0263,-0.0226,-0.0164,0.0137,-0.0062,0.0137,0.0244,-0.0226,-0.0263,-0.0232,-0.0226,-0.0164,-0.0232
51712,-0.0219,-0.0263,-0.0205,-0.0219,-0.0263,0.0022,0.0022,-0.0205,-0.0219,-0.0219,-0.0062,-0.0263,-0.0219,0.0265,0.0265,-0.0062,-0.0263,-0.0205,-0.0219,-0.0263,0.0022,0.0022,-0.0205,-0.0219,-0.0062,-0.0205,-0.0171,-0.0171,-0.0263,-0.0062,-0.0219,0.0265,0.0265,-0.0062,-0.0263,0.0022,0.0022,-0.0205,-0.0219,-0.0263,-0.0171,0.0265,-0.0171,0.0265,-0.0062
51800,0.0137,-0.0062,-0.0062,-0.0205,-0.0062,0.0137,0.0137,-0.0062,-0.0062,-0.0226,-0.0226,-0.0103,-0.0226,-0.0263,-0.0263,-0.0226,-0.0226,-0.0263,-0.0219,-0.0263,-0.0226,-0.0226,-0.0263,-0.0263,-0.0219,-0.0263,-0.0226,-0.0226,-0.0263,-0.0263,-0.0219,-0.0103,-0.0103,-0.0219,-0.0219,-0.0226,-0.0226,-0.0263,-0.0263,-0.0263,-0.0226,-0.0226,-0.0226,-0.0226,-0.0263
51992,-0.0171,-0.0171,-0.0171,-0.0062,-0.0062,nan,-0.0171,-0.0263,-0.0263,-0.0263,-0.0263,0.0265,0.0265,nan,-0.0263,-0.0171,-0.0171,-0.0263,0.0265,0.0265,nan,-0.0263,-0.0171,-0.0171,0.0265,0.0265,nan,-0.0263,-0.0171,-0.0171,-0.0263,nan,0.0265,-0.0062,-0.0062,nan,0.0265,-0.0062,-0.0062,nan,nan,nan,-0.0171,-0.0171,-0.0263
52030,-0.0171,-0.0171,-0.0171,-0.0062,-0.0062,nan,-0.0171,-0.0263,-0.0263,-0.0263,-0.0263,0.0265,0.0265,nan,-0.0263,-0.0171,-0.0171,-0.0263,0.0265,0.0265,nan,-0.0263,-0.0171,-0.0171,0.0265,0.0265,nan,-0.0263,-0.0171,-0.0171,-0.0263,nan,0.0265,-0.0062,-0.0062,nan,0.0265,-0.0062,-0.0062,nan,nan,nan,-0.0171,-0.0171,-0.0263
52139,-0.0141,-0.0231,-0.0231,-0.0226,-0.0231,-0.0263,-0.0263,-0.0263,-0.0226,-0.0234,-0.0234,0.0026,-0.0234,-0.0141,-0.0141,-0.0141,0.0026,-0.0263,-0.0126,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0126,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0126,-0.0226,-0.0226,-0.0226,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0263,-0.0263,-0.0226,-0.0263,-0.0226,-0.0226
52155,-0.0171,-0.0171,-0.0171,-0.0263,-0.0263,nan,-0.0171,-0.0263,-0.0263,-0.0263,-0.0263,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0263,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0263,nan,-0.0171,-0.0263,-0.0263,nan,-0.0171,-0.0263,-0.0263,nan,nan,nan,-0.0171,-0.0171,-0.0263
52190,-0.0171,-0.0171,-0.0171,-0.0263,-0.0263,nan,-0.0171,-0.0263,-0.0263,-0.0263,-0.0263,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0263,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0263,nan,-0.0171,-0.0263,-0.0263,nan,-0.0171,-0.0263,-0.0263,nan,nan,nan,-0.0171,-0.0171,-0.0263
52206,-0.0205,-0.0205,-0.0205,-0.0103,0.0022,0.0068,-0.0219,-0.0219,0.0284,-0.0263,-0.0263,0.0137,-0.0171,0.0378,-0.0062,-0.0062,0.0656,-0.0263,0.0137,-0.0171,0.0378,-0.0062,-0.0062,0.0656,0.0137,-0.0171,0.0378,-0.0062,-0.0062,0.0656,0.0542,-0.0231,-0.0226,-0.0226,-0.0141,0.0848,0.0265,0.0265,0.118,-0.0126,-0.0126,-0.0234,-0.0263,0.0026,0.0026
52335,-0.0205,-0.0205,-0.0205,-0.0103,0.0022,0.0068,-0.0219,-0.0219,0.0284,-0.0263,-0.0263,0.0137,-0.0171,0.0378,-0.0062,-0.0062,0.0656,-0.0263,0.0137,-0.0171,0.0378,-0.0062,-0.0062,0.0656,0.0137,-0.0171,0.0378,-0.0062,-0.0062,0.0656,0.0542,-0.0231,-0.0226,-0.0226,-0.0141,0.0848,0.0265,0.0265,0.118,-0.0126,-0.0126,-0.0234,-0.0263,0.0026,0.0026
52381,-0.0141,-0.0231,-0.0231,-0.0226,-0.0231,-0.0263,-0.0263,-0.0263,-0.0226,-0.0234,-0.0234,0.0026,-0.0234,-0.0141,-0.0141,-0.0141,0.0026,-0.0263,-0.0126,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0126,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0126,-0.0226,-0.0226,-0.0226,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0263,-0.0263,-0.0226,-0.0263,-0.0226,-0.0226
52511,-0.0171,-0.0171,-0.0171,-0.0263,-0.0263,nan,-0.0171,-0.0263,-0.0263,-0.0263,-0.0263,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0263,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0171,-0.0171,nan,-0.0263,-0.0171,-0.0171,-0.0263,nan,-0.0171,-0.0263,-0.0263,nan,-0.0171,-0.0263,-0.0263,nan,nan,nan,-0.0171,-0.0171,-0.0263
52580,-0.0141,-0.0231,-0.0231,-0.0226,-0.0231,-0.0263,-0.0263,-0.0263,-0.0226,-0.0234,-0.0234,0.0026,-0.0234,-0.0141,-0.0141,-0.0141,0.0026,-0.0263,-0.0126,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0126,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0126,-0.0226,-0.0226,-0.0226,-0.0263,-0.0231,-0.0231,-0.0231,-0.0126,-0.0263,-0.0263,-0.0226,-0.0263,-0.0226,-0.0226
52680,-0.0141,-0.0231,-0.0231,-0.0226,-0.0231,-0.0263,-0.0263,-0.0263,-0.0263,-0.0234,-0.0234,0.0026,-0.0234,-0.0141,-0.0141,-0.0141,-0.0141,-0.0263,-0.0126,-0.0263,-0.0231,-0.0231,-0.0231,-0.0231,-0.0126,-0.0263,-0.0231,-0.0231,-0.0231,-0.0231,-0.0126,-0.0226,-0.0226,-0.0226,-0.0226,-0.0231,-0.0231,-0.0231,-0.0231,-0.0263,-0.0263,-0.0263,-0.0263,-0.0263,-0.0263
52814,-0.0263,nan,-0.0171,-0.0263,-0.0171,-0.0263,-0.0263,0.0022,-0.0263,nan,-0.0171,-0.0263,-0.0171,-0.0263,-0.0263,0.0022,-0.0263,nan,nan,nan,nan,nan,nan,nan,-0.0171,-0.0263,-0.0171,-0.0171,-0.0205,-0.0171,-0.0171,-0.0263,-0.0263,0.0022,-0.0263,-0.0171,-0.0171,-0.0205,-0.0171,-0.0263,0.0022,-0.0263,0.0022,-0.0263,0.0022
52840,-0.015,0.0393,-0.015,-0.0234,-0.015,-0.015,-0.0017,-0.0231,-0.0231,-0.0032,-0.0263,-0.0236,-0.0263,-0.0263,-0.0237,0,0,-0.0032,0.0152,-0.0032,-0.0032,-0.0161,0.0699,0.0699,-0.0236,-0.0263,-0.0263,-0.0237,0,0,-0.0236,-0.0236,-0.0156,-0.0141,-0.0141,-0.0263,-0.0237,0,0,-0.0237,0,0,0.0188,0.0188,-0.0263
